frame,time,prob,box,emotions,facs,descriptions
275,11.0,0.9999659061431885,"{'x': 665.7760009765625, 'y': 201.633056640625, 'w': 562.45703125, 'h': 694.9436645507812}","[{'name': 'Admiration', 'score': 0.09767237305641174}, {'name': 'Adoration', 'score': 0.13425809144973755}, {'name': 'Aesthetic Appreciation', 'score': 0.08427418023347855}, {'name': 'Amusement', 'score': 0.26625382900238037}, {'name': 'Anger', 'score': 0.015721730887889862}, {'name': 'Anxiety', 'score': 0.056262947618961334}, {'name': 'Awe', 'score': 0.05081725865602493}, {'name': 'Awkwardness', 'score': 0.1134619191288948}, {'name': 'Boredom', 'score': 0.20988763868808746}, {'name': 'Calmness', 'score': 0.7689012289047241}, {'name': 'Concentration', 'score': 0.1700621396303177}, {'name': 'Confusion', 'score': 0.07734619826078415}, {'name': 'Contemplation', 'score': 0.08051997423171997}, {'name': 'Contempt', 'score': 0.07563942670822144}, {'name': 'Contentment', 'score': 0.4670550227165222}, {'name': 'Craving', 'score': 0.04927787184715271}, {'name': 'Desire', 'score': 0.22892138361930847}, {'name': 'Determination', 'score': 0.0450095497071743}, {'name': 'Disappointment', 'score': 0.10173197835683823}, {'name': 'Disgust', 'score': 0.028260735794901848}, {'name': 'Distress', 'score': 0.08460503816604614}, {'name': 'Doubt', 'score': 0.05691617354750633}, {'name': 'Ecstasy', 'score': 0.2532230615615845}, {'name': 'Embarrassment', 'score': 0.05071193724870682}, {'name': 'Empathic Pain', 'score': 0.038524143397808075}, {'name': 'Entrancement', 'score': 0.15055014193058014}, {'name': 'Envy', 'score': 0.016482442617416382}, {'name': 'Excitement', 'score': 0.15213388204574585}, {'name': 'Fear', 'score': 0.02955787256360054}, {'name': 'Guilt', 'score': 0.030068328604102135}, {'name': 'Horror', 'score': 0.01238161139190197}, {'name': 'Interest', 'score': 0.17606714367866516}, {'name': 'Joy', 'score': 0.4008937478065491}, {'name': 'Love', 'score': 0.3338273763656616}, {'name': 'Nostalgia', 'score': 0.09695777297019958}, {'name': 'Pain', 'score': 0.08802757412195206}, {'name': 'Pride', 'score': 0.10338876396417618}, {'name': 'Realization', 'score': 0.11284714937210083}, {'name': 'Relief', 'score': 0.5835180878639221}, {'name': 'Romance', 'score': 0.11720271408557892}, {'name': 'Sadness', 'score': 0.06523751467466354}, {'name': 'Satisfaction', 'score': 0.8252976536750793}, {'name': 'Shame', 'score': 0.03496761620044708}, {'name': 'Surprise (negative)', 'score': 0.012535791844129562}, {'name': 'Surprise (positive)', 'score': 0.014662808738648891}, {'name': 'Sympathy', 'score': 0.03851795941591263}, {'name': 'Tiredness', 'score': 0.40534794330596924}, {'name': 'Triumph', 'score': 0.07984190434217453}]",,
283,11.32,0.9999290704727173,"{'x': 599.8922729492188, 'y': 220.34722900390625, 'w': 585.7185668945312, 'h': 764.4517822265625}","[{'name': 'Admiration', 'score': 0.1598530411720276}, {'name': 'Adoration', 'score': 0.12736661732196808}, {'name': 'Aesthetic Appreciation', 'score': 0.0803150162100792}, {'name': 'Amusement', 'score': 0.43639546632766724}, {'name': 'Anger', 'score': 0.06948407739400864}, {'name': 'Anxiety', 'score': 0.09215544909238815}, {'name': 'Awe', 'score': 0.2689121961593628}, {'name': 'Awkwardness', 'score': 0.187385693192482}, {'name': 'Boredom', 'score': 0.22845886647701263}, {'name': 'Calmness', 'score': 0.18911655247211456}, {'name': 'Concentration', 'score': 0.19074399769306183}, {'name': 'Confusion', 'score': 0.24038191139698029}, {'name': 'Contemplation', 'score': 0.09968096762895584}, {'name': 'Contempt', 'score': 0.10585393011569977}, {'name': 'Contentment', 'score': 0.13542360067367554}, {'name': 'Craving', 'score': 0.10556474328041077}, {'name': 'Desire', 'score': 0.183275043964386}, {'name': 'Determination', 'score': 0.10051444172859192}, {'name': 'Disappointment', 'score': 0.13032624125480652}, {'name': 'Disgust', 'score': 0.06272763013839722}, {'name': 'Distress', 'score': 0.11476173251867294}, {'name': 'Doubt', 'score': 0.1497422456741333}, {'name': 'Ecstasy', 'score': 0.17801448702812195}, {'name': 'Embarrassment', 'score': 0.06640554964542389}, {'name': 'Empathic Pain', 'score': 0.04477527737617493}, {'name': 'Entrancement', 'score': 0.1375524252653122}, {'name': 'Envy', 'score': 0.03811207413673401}, {'name': 'Excitement', 'score': 0.36260876059532166}, {'name': 'Fear', 'score': 0.10739482939243317}, {'name': 'Guilt', 'score': 0.03176780790090561}, {'name': 'Horror', 'score': 0.08735072612762451}, {'name': 'Interest', 'score': 0.35880130529403687}, {'name': 'Joy', 'score': 0.3221758306026459}, {'name': 'Love', 'score': 0.16957861185073853}, {'name': 'Nostalgia', 'score': 0.054198384284973145}, {'name': 'Pain', 'score': 0.07961738109588623}, {'name': 'Pride', 'score': 0.10116332024335861}, {'name': 'Realization', 'score': 0.1730078160762787}, {'name': 'Relief', 'score': 0.10867384076118469}, {'name': 'Romance', 'score': 0.0701456069946289}, {'name': 'Sadness', 'score': 0.06808187067508698}, {'name': 'Satisfaction', 'score': 0.26946550607681274}, {'name': 'Shame', 'score': 0.032339856028556824}, {'name': 'Surprise (negative)', 'score': 0.11198914796113968}, {'name': 'Surprise (positive)', 'score': 0.16360823810100555}, {'name': 'Sympathy', 'score': 0.037901535630226135}, {'name': 'Tiredness', 'score': 0.1549300253391266}, {'name': 'Triumph', 'score': 0.1264159083366394}]",,
292,11.68,0.9999849796295166,"{'x': 623.190185546875, 'y': 194.82977294921875, 'w': 581.1544189453125, 'h': 758.9969482421875}","[{'name': 'Admiration', 'score': 0.16550779342651367}, {'name': 'Adoration', 'score': 0.14522460103034973}, {'name': 'Aesthetic Appreciation', 'score': 0.10820646584033966}, {'name': 'Amusement', 'score': 0.29171258211135864}, {'name': 'Anger', 'score': 0.031514156609773636}, {'name': 'Anxiety', 'score': 0.1036875993013382}, {'name': 'Awe', 'score': 0.11044186353683472}, {'name': 'Awkwardness', 'score': 0.23703275620937347}, {'name': 'Boredom', 'score': 0.30574631690979004}, {'name': 'Calmness', 'score': 0.3151155710220337}, {'name': 'Concentration', 'score': 0.3756522834300995}, {'name': 'Confusion', 'score': 0.3028751611709595}, {'name': 'Contemplation', 'score': 0.22265708446502686}, {'name': 'Contempt', 'score': 0.13276411592960358}, {'name': 'Contentment', 'score': 0.14281374216079712}, {'name': 'Craving', 'score': 0.24375586211681366}, {'name': 'Desire', 'score': 0.5009462237358093}, {'name': 'Determination', 'score': 0.11518403142690659}, {'name': 'Disappointment', 'score': 0.13264505565166473}, {'name': 'Disgust', 'score': 0.05717223137617111}, {'name': 'Distress', 'score': 0.09781139343976974}, {'name': 'Doubt', 'score': 0.22641977667808533}, {'name': 'Ecstasy', 'score': 0.08325576037168503}, {'name': 'Embarrassment', 'score': 0.0706167072057724}, {'name': 'Empathic Pain', 'score': 0.03768293559551239}, {'name': 'Entrancement', 'score': 0.1734563559293747}, {'name': 'Envy', 'score': 0.04661850258708}, {'name': 'Excitement', 'score': 0.1538154035806656}, {'name': 'Fear', 'score': 0.06602926552295685}, {'name': 'Guilt', 'score': 0.04390959069132805}, {'name': 'Horror', 'score': 0.028282197192311287}, {'name': 'Interest', 'score': 0.48775938153266907}, {'name': 'Joy', 'score': 0.181688129901886}, {'name': 'Love', 'score': 0.19658105075359344}, {'name': 'Nostalgia', 'score': 0.06687008589506149}, {'name': 'Pain', 'score': 0.04955993592739105}, {'name': 'Pride', 'score': 0.07034700363874435}, {'name': 'Realization', 'score': 0.1469319760799408}, {'name': 'Relief', 'score': 0.0757659301161766}, {'name': 'Romance', 'score': 0.15763020515441895}, {'name': 'Sadness', 'score': 0.07357773929834366}, {'name': 'Satisfaction', 'score': 0.24820277094841003}, {'name': 'Shame', 'score': 0.043618813157081604}, {'name': 'Surprise (negative)', 'score': 0.03557635843753815}, {'name': 'Surprise (positive)', 'score': 0.03570269048213959}, {'name': 'Sympathy', 'score': 0.042873479425907135}, {'name': 'Tiredness', 'score': 0.13493427634239197}, {'name': 'Triumph', 'score': 0.049465589225292206}]",,
300,12.0,0.9999551773071289,"{'x': 633.257080078125, 'y': 194.59193420410156, 'w': 570.8665771484375, 'h': 754.4130096435547}","[{'name': 'Admiration', 'score': 0.19078882038593292}, {'name': 'Adoration', 'score': 0.1691710352897644}, {'name': 'Aesthetic Appreciation', 'score': 0.11547918617725372}, {'name': 'Amusement', 'score': 0.30796006321907043}, {'name': 'Anger', 'score': 0.04013385251164436}, {'name': 'Anxiety', 'score': 0.10202184319496155}, {'name': 'Awe', 'score': 0.11382612586021423}, {'name': 'Awkwardness', 'score': 0.2411169409751892}, {'name': 'Boredom', 'score': 0.31354787945747375}, {'name': 'Calmness', 'score': 0.43687522411346436}, {'name': 'Concentration', 'score': 0.38309311866760254}, {'name': 'Confusion', 'score': 0.2961181402206421}, {'name': 'Contemplation', 'score': 0.20754005014896393}, {'name': 'Contempt', 'score': 0.1612013876438141}, {'name': 'Contentment', 'score': 0.20292332768440247}, {'name': 'Craving', 'score': 0.13536059856414795}, {'name': 'Desire', 'score': 0.23729875683784485}, {'name': 'Determination', 'score': 0.11762344837188721}, {'name': 'Disappointment', 'score': 0.16387923061847687}, {'name': 'Disgust', 'score': 0.06440378725528717}, {'name': 'Distress', 'score': 0.1037827655673027}, {'name': 'Doubt', 'score': 0.23653768002986908}, {'name': 'Ecstasy', 'score': 0.07264464348554611}, {'name': 'Embarrassment', 'score': 0.07883699238300323}, {'name': 'Empathic Pain', 'score': 0.04544471949338913}, {'name': 'Entrancement', 'score': 0.16698427498340607}, {'name': 'Envy', 'score': 0.050485335290431976}, {'name': 'Excitement', 'score': 0.15180526673793793}, {'name': 'Fear', 'score': 0.06391050666570663}, {'name': 'Guilt', 'score': 0.04800838977098465}, {'name': 'Horror', 'score': 0.028084710240364075}, {'name': 'Interest', 'score': 0.47839272022247314}, {'name': 'Joy', 'score': 0.2312515676021576}, {'name': 'Love', 'score': 0.2269282191991806}, {'name': 'Nostalgia', 'score': 0.07990077883005142}, {'name': 'Pain', 'score': 0.05539175868034363}, {'name': 'Pride', 'score': 0.0966012105345726}, {'name': 'Realization', 'score': 0.15538263320922852}, {'name': 'Relief', 'score': 0.1014268547296524}, {'name': 'Romance', 'score': 0.12608122825622559}, {'name': 'Sadness', 'score': 0.08960738778114319}, {'name': 'Satisfaction', 'score': 0.27469220757484436}, {'name': 'Shame', 'score': 0.04807011038064957}, {'name': 'Surprise (negative)', 'score': 0.0382688082754612}, {'name': 'Surprise (positive)', 'score': 0.041139256209135056}, {'name': 'Sympathy', 'score': 0.05725158751010895}, {'name': 'Tiredness', 'score': 0.15523964166641235}, {'name': 'Triumph', 'score': 0.05662223696708679}]",,
308,12.32,0.9999858140945435,"{'x': 625.7288818359375, 'y': 208.64480590820312, 'w': 589.6842041015625, 'h': 723.0851135253906}","[{'name': 'Admiration', 'score': 0.2287771999835968}, {'name': 'Adoration', 'score': 0.2181345522403717}, {'name': 'Aesthetic Appreciation', 'score': 0.12290149927139282}, {'name': 'Amusement', 'score': 0.46406278014183044}, {'name': 'Anger', 'score': 0.030324729159474373}, {'name': 'Anxiety', 'score': 0.0804855227470398}, {'name': 'Awe', 'score': 0.11262580752372742}, {'name': 'Awkwardness', 'score': 0.22961890697479248}, {'name': 'Boredom', 'score': 0.21785449981689453}, {'name': 'Calmness', 'score': 0.4146171510219574}, {'name': 'Concentration', 'score': 0.323925644159317}, {'name': 'Confusion', 'score': 0.2251945286989212}, {'name': 'Contemplation', 'score': 0.1632293462753296}, {'name': 'Contempt', 'score': 0.1248168796300888}, {'name': 'Contentment', 'score': 0.2570323348045349}, {'name': 'Craving', 'score': 0.10720229148864746}, {'name': 'Desire', 'score': 0.18280960619449615}, {'name': 'Determination', 'score': 0.09875303506851196}, {'name': 'Disappointment', 'score': 0.1116081178188324}, {'name': 'Disgust', 'score': 0.04853004217147827}, {'name': 'Distress', 'score': 0.07867279648780823}, {'name': 'Doubt', 'score': 0.17261041700839996}, {'name': 'Ecstasy', 'score': 0.0970139428973198}, {'name': 'Embarrassment', 'score': 0.07041390240192413}, {'name': 'Empathic Pain', 'score': 0.03644204139709473}, {'name': 'Entrancement', 'score': 0.15534967184066772}, {'name': 'Envy', 'score': 0.04391685500741005}, {'name': 'Excitement', 'score': 0.2413918823003769}, {'name': 'Fear', 'score': 0.053340304642915726}, {'name': 'Guilt', 'score': 0.035972241312265396}, {'name': 'Horror', 'score': 0.025045832619071007}, {'name': 'Interest', 'score': 0.5410947799682617}, {'name': 'Joy', 'score': 0.4115145802497864}, {'name': 'Love', 'score': 0.31673967838287354}, {'name': 'Nostalgia', 'score': 0.08010396361351013}, {'name': 'Pain', 'score': 0.043049830943346024}, {'name': 'Pride', 'score': 0.11702898889780045}, {'name': 'Realization', 'score': 0.13810741901397705}, {'name': 'Relief', 'score': 0.11020400375127792}, {'name': 'Romance', 'score': 0.1297019124031067}, {'name': 'Sadness', 'score': 0.06243136525154114}, {'name': 'Satisfaction', 'score': 0.347205251455307}, {'name': 'Shame', 'score': 0.03723461925983429}, {'name': 'Surprise (negative)', 'score': 0.0326136089861393}, {'name': 'Surprise (positive)', 'score': 0.04483607038855553}, {'name': 'Sympathy', 'score': 0.061635635793209076}, {'name': 'Tiredness', 'score': 0.10810048878192902}, {'name': 'Triumph', 'score': 0.07263296097517014}]",,
317,12.68,0.9999992847442627,"{'x': 644.0436401367188, 'y': 216.3477783203125, 'w': 575.3527221679688, 'h': 729.1477661132812}","[{'name': 'Admiration', 'score': 0.07892562448978424}, {'name': 'Adoration', 'score': 0.09879641234874725}, {'name': 'Aesthetic Appreciation', 'score': 0.07479308545589447}, {'name': 'Amusement', 'score': 0.2597328722476959}, {'name': 'Anger', 'score': 0.022130968049168587}, {'name': 'Anxiety', 'score': 0.07988803088665009}, {'name': 'Awe', 'score': 0.05086450278759003}, {'name': 'Awkwardness', 'score': 0.15976276993751526}, {'name': 'Boredom', 'score': 0.2680172622203827}, {'name': 'Calmness', 'score': 0.5193203687667847}, {'name': 'Concentration', 'score': 0.20503383874893188}, {'name': 'Confusion', 'score': 0.120968297123909}, {'name': 'Contemplation', 'score': 0.09460647404193878}, {'name': 'Contempt', 'score': 0.08874170482158661}, {'name': 'Contentment', 'score': 0.27310577034950256}, {'name': 'Craving', 'score': 0.11502505093812943}, {'name': 'Desire', 'score': 0.5444594025611877}, {'name': 'Determination', 'score': 0.058445267379283905}, {'name': 'Disappointment', 'score': 0.12181878834962845}, {'name': 'Disgust', 'score': 0.049122411757707596}, {'name': 'Distress', 'score': 0.11121123284101486}, {'name': 'Doubt', 'score': 0.08130092173814774}, {'name': 'Ecstasy', 'score': 0.2215273082256317}, {'name': 'Embarrassment', 'score': 0.062497980892658234}, {'name': 'Empathic Pain', 'score': 0.046316102147102356}, {'name': 'Entrancement', 'score': 0.14471544325351715}, {'name': 'Envy', 'score': 0.02013973705470562}, {'name': 'Excitement', 'score': 0.15193314850330353}, {'name': 'Fear', 'score': 0.04332704097032547}, {'name': 'Guilt', 'score': 0.03990756347775459}, {'name': 'Horror', 'score': 0.018945785239338875}, {'name': 'Interest', 'score': 0.20455268025398254}, {'name': 'Joy', 'score': 0.27290159463882446}, {'name': 'Love', 'score': 0.23917095363140106}, {'name': 'Nostalgia', 'score': 0.07210583239793777}, {'name': 'Pain', 'score': 0.11363431811332703}, {'name': 'Pride', 'score': 0.07179021090269089}, {'name': 'Realization', 'score': 0.10805360227823257}, {'name': 'Relief', 'score': 0.31322187185287476}, {'name': 'Romance', 'score': 0.13844580948352814}, {'name': 'Sadness', 'score': 0.0837743952870369}, {'name': 'Satisfaction', 'score': 0.6088924407958984}, {'name': 'Shame', 'score': 0.045200902968645096}, {'name': 'Surprise (negative)', 'score': 0.018785785883665085}, {'name': 'Surprise (positive)', 'score': 0.01681695133447647}, {'name': 'Sympathy', 'score': 0.03360605984926224}, {'name': 'Tiredness', 'score': 0.3661748468875885}, {'name': 'Triumph', 'score': 0.06530079990625381}]",,
325,13.0,0.9999997615814209,"{'x': 653.4674072265625, 'y': 221.2344512939453, 'w': 574.029052734375, 'h': 727.6829071044922}","[{'name': 'Admiration', 'score': 0.09217946976423264}, {'name': 'Adoration', 'score': 0.1152145192027092}, {'name': 'Aesthetic Appreciation', 'score': 0.08026902377605438}, {'name': 'Amusement', 'score': 0.28062543272972107}, {'name': 'Anger', 'score': 0.023947926238179207}, {'name': 'Anxiety', 'score': 0.07744999974966049}, {'name': 'Awe', 'score': 0.05497469753026962}, {'name': 'Awkwardness', 'score': 0.15211401879787445}, {'name': 'Boredom', 'score': 0.23842951655387878}, {'name': 'Calmness', 'score': 0.5981423258781433}, {'name': 'Concentration', 'score': 0.20735624432563782}, {'name': 'Confusion', 'score': 0.12392914295196533}, {'name': 'Contemplation', 'score': 0.09187007695436478}, {'name': 'Contempt', 'score': 0.09147650003433228}, {'name': 'Contentment', 'score': 0.3361790180206299}, {'name': 'Craving', 'score': 0.07702679187059402}, {'name': 'Desire', 'score': 0.33658456802368164}, {'name': 'Determination', 'score': 0.05790771543979645}, {'name': 'Disappointment', 'score': 0.12296893447637558}, {'name': 'Disgust', 'score': 0.04778047278523445}, {'name': 'Distress', 'score': 0.11161914467811584}, {'name': 'Doubt', 'score': 0.08233759552240372}, {'name': 'Ecstasy', 'score': 0.21730494499206543}, {'name': 'Embarrassment', 'score': 0.060922980308532715}, {'name': 'Empathic Pain', 'score': 0.04892788082361221}, {'name': 'Entrancement', 'score': 0.14645206928253174}, {'name': 'Envy', 'score': 0.020680660381913185}, {'name': 'Excitement', 'score': 0.16351893544197083}, {'name': 'Fear', 'score': 0.04319850727915764}, {'name': 'Guilt', 'score': 0.03877069056034088}, {'name': 'Horror', 'score': 0.019120868295431137}, {'name': 'Interest', 'score': 0.21476002037525177}, {'name': 'Joy', 'score': 0.34370097517967224}, {'name': 'Love', 'score': 0.271932452917099}, {'name': 'Nostalgia', 'score': 0.08134524524211884}, {'name': 'Pain', 'score': 0.11651139706373215}, {'name': 'Pride', 'score': 0.08740058541297913}, {'name': 'Realization', 'score': 0.11463988572359085}, {'name': 'Relief', 'score': 0.3759302496910095}, {'name': 'Romance', 'score': 0.1203414797782898}, {'name': 'Sadness', 'score': 0.08682596683502197}, {'name': 'Satisfaction', 'score': 0.6444980502128601}, {'name': 'Shame', 'score': 0.042567864060401917}, {'name': 'Surprise (negative)', 'score': 0.019619187340140343}, {'name': 'Surprise (positive)', 'score': 0.01916329376399517}, {'name': 'Sympathy', 'score': 0.03967074677348137}, {'name': 'Tiredness', 'score': 0.3568558692932129}, {'name': 'Triumph', 'score': 0.07249043136835098}]",,
333,13.32,0.9999674558639526,"{'x': 668.8089599609375, 'y': 201.8604736328125, 'w': 556.6533203125, 'h': 732.427001953125}","[{'name': 'Admiration', 'score': 0.16018688678741455}, {'name': 'Adoration', 'score': 0.11411751806735992}, {'name': 'Aesthetic Appreciation', 'score': 0.08720192313194275}, {'name': 'Amusement', 'score': 0.2512173652648926}, {'name': 'Anger', 'score': 0.058862246572971344}, {'name': 'Anxiety', 'score': 0.11386314034461975}, {'name': 'Awe', 'score': 0.29608240723609924}, {'name': 'Awkwardness', 'score': 0.18209771811962128}, {'name': 'Boredom', 'score': 0.26404762268066406}, {'name': 'Calmness', 'score': 0.21353615820407867}, {'name': 'Concentration', 'score': 0.26620402932167053}, {'name': 'Confusion', 'score': 0.33792543411254883}, {'name': 'Contemplation', 'score': 0.16584737598896027}, {'name': 'Contempt', 'score': 0.11897073686122894}, {'name': 'Contentment', 'score': 0.10768887400627136}, {'name': 'Craving', 'score': 0.12410741299390793}, {'name': 'Desire', 'score': 0.19429783523082733}, {'name': 'Determination', 'score': 0.10765153169631958}, {'name': 'Disappointment', 'score': 0.15899522602558136}, {'name': 'Disgust', 'score': 0.06419622153043747}, {'name': 'Distress', 'score': 0.13694114983081818}, {'name': 'Doubt', 'score': 0.21183434128761292}, {'name': 'Ecstasy', 'score': 0.10525475442409515}, {'name': 'Embarrassment', 'score': 0.06750281155109406}, {'name': 'Empathic Pain', 'score': 0.05013907328248024}, {'name': 'Entrancement', 'score': 0.16597121953964233}, {'name': 'Envy', 'score': 0.04203883931040764}, {'name': 'Excitement', 'score': 0.18939240276813507}, {'name': 'Fear', 'score': 0.1320801079273224}, {'name': 'Guilt', 'score': 0.040225960314273834}, {'name': 'Horror', 'score': 0.08734551817178726}, {'name': 'Interest', 'score': 0.333418607711792}, {'name': 'Joy', 'score': 0.15659186244010925}, {'name': 'Love', 'score': 0.11988455057144165}, {'name': 'Nostalgia', 'score': 0.06367499381303787}, {'name': 'Pain', 'score': 0.08203772455453873}, {'name': 'Pride', 'score': 0.07841992378234863}, {'name': 'Realization', 'score': 0.21310560405254364}, {'name': 'Relief', 'score': 0.10327264666557312}, {'name': 'Romance', 'score': 0.06978298723697662}, {'name': 'Sadness', 'score': 0.08648526668548584}, {'name': 'Satisfaction', 'score': 0.19030393660068512}, {'name': 'Shame', 'score': 0.036935582756996155}, {'name': 'Surprise (negative)', 'score': 0.10831752419471741}, {'name': 'Surprise (positive)', 'score': 0.11651802062988281}, {'name': 'Sympathy', 'score': 0.0375358983874321}, {'name': 'Tiredness', 'score': 0.17291590571403503}, {'name': 'Triumph', 'score': 0.07885117083787918}]",,
342,13.68,0.9999939203262329,"{'x': 697.9991455078125, 'y': 217.4236602783203, 'w': 536.0855712890625, 'h': 703.9820404052734}","[{'name': 'Admiration', 'score': 0.1744348108768463}, {'name': 'Adoration', 'score': 0.13516594469547272}, {'name': 'Aesthetic Appreciation', 'score': 0.08377358317375183}, {'name': 'Amusement', 'score': 0.4190523028373718}, {'name': 'Anger', 'score': 0.07218343019485474}, {'name': 'Anxiety', 'score': 0.09126490354537964}, {'name': 'Awe', 'score': 0.27701181173324585}, {'name': 'Awkwardness', 'score': 0.1612803339958191}, {'name': 'Boredom', 'score': 0.18684472143650055}, {'name': 'Calmness', 'score': 0.18829931318759918}, {'name': 'Concentration', 'score': 0.19069220125675201}, {'name': 'Confusion', 'score': 0.20926760137081146}, {'name': 'Contemplation', 'score': 0.10291191935539246}, {'name': 'Contempt', 'score': 0.09780146926641464}, {'name': 'Contentment', 'score': 0.14373350143432617}, {'name': 'Craving', 'score': 0.0933741107583046}, {'name': 'Desire', 'score': 0.1412123739719391}, {'name': 'Determination', 'score': 0.1062505692243576}, {'name': 'Disappointment', 'score': 0.11769606918096542}, {'name': 'Disgust', 'score': 0.05185948684811592}, {'name': 'Distress', 'score': 0.11077819764614105}, {'name': 'Doubt', 'score': 0.13135363161563873}, {'name': 'Ecstasy', 'score': 0.18248704075813293}, {'name': 'Embarrassment', 'score': 0.05668772757053375}, {'name': 'Empathic Pain', 'score': 0.04280716925859451}, {'name': 'Entrancement', 'score': 0.14125259220600128}, {'name': 'Envy', 'score': 0.03674013912677765}, {'name': 'Excitement', 'score': 0.35713696479797363}, {'name': 'Fear', 'score': 0.11375895887613297}, {'name': 'Guilt', 'score': 0.029775677248835564}, {'name': 'Horror', 'score': 0.08570219576358795}, {'name': 'Interest', 'score': 0.3407982289791107}, {'name': 'Joy', 'score': 0.3383391797542572}, {'name': 'Love', 'score': 0.17035573720932007}, {'name': 'Nostalgia', 'score': 0.05997077003121376}, {'name': 'Pain', 'score': 0.07615044713020325}, {'name': 'Pride', 'score': 0.11709265410900116}, {'name': 'Realization', 'score': 0.17620445787906647}, {'name': 'Relief', 'score': 0.11639214307069778}, {'name': 'Romance', 'score': 0.06272859126329422}, {'name': 'Sadness', 'score': 0.06464085727930069}, {'name': 'Satisfaction', 'score': 0.2707267701625824}, {'name': 'Shame', 'score': 0.027811896055936813}, {'name': 'Surprise (negative)', 'score': 0.09692006558179855}, {'name': 'Surprise (positive)', 'score': 0.13947874307632446}, {'name': 'Sympathy', 'score': 0.03632458299398422}, {'name': 'Tiredness', 'score': 0.1288323998451233}, {'name': 'Triumph', 'score': 0.14521577954292297}]",,
350,14.0,0.9999967813491821,"{'x': 703.6691284179688, 'y': 184.66148376464844, 'w': 578.8687133789062, 'h': 766.0381011962891}","[{'name': 'Admiration', 'score': 0.1757003664970398}, {'name': 'Adoration', 'score': 0.13038504123687744}, {'name': 'Aesthetic Appreciation', 'score': 0.10917498171329498}, {'name': 'Amusement', 'score': 0.22987915575504303}, {'name': 'Anger', 'score': 0.0407964289188385}, {'name': 'Anxiety', 'score': 0.11126559227705002}, {'name': 'Awe', 'score': 0.1602485328912735}, {'name': 'Awkwardness', 'score': 0.22492997348308563}, {'name': 'Boredom', 'score': 0.3287563621997833}, {'name': 'Calmness', 'score': 0.42892804741859436}, {'name': 'Concentration', 'score': 0.44438543915748596}, {'name': 'Confusion', 'score': 0.3186520040035248}, {'name': 'Contemplation', 'score': 0.23639355599880219}, {'name': 'Contempt', 'score': 0.1461816132068634}, {'name': 'Contentment', 'score': 0.15675731003284454}, {'name': 'Craving', 'score': 0.13822951912879944}, {'name': 'Desire', 'score': 0.19755318760871887}, {'name': 'Determination', 'score': 0.126830592751503}, {'name': 'Disappointment', 'score': 0.16981260478496552}, {'name': 'Disgust', 'score': 0.058297429233789444}, {'name': 'Distress', 'score': 0.11096307635307312}, {'name': 'Doubt', 'score': 0.24736660718917847}, {'name': 'Ecstasy', 'score': 0.060234494507312775}, {'name': 'Embarrassment', 'score': 0.07261776924133301}, {'name': 'Empathic Pain', 'score': 0.0466429740190506}, {'name': 'Entrancement', 'score': 0.18746809661388397}, {'name': 'Envy', 'score': 0.049912501126527786}, {'name': 'Excitement', 'score': 0.12053675204515457}, {'name': 'Fear', 'score': 0.08543139696121216}, {'name': 'Guilt', 'score': 0.05089561641216278}, {'name': 'Horror', 'score': 0.03896743431687355}, {'name': 'Interest', 'score': 0.4407614767551422}, {'name': 'Joy', 'score': 0.14566931128501892}, {'name': 'Love', 'score': 0.145281583070755}, {'name': 'Nostalgia', 'score': 0.0767924040555954}, {'name': 'Pain', 'score': 0.05405712127685547}, {'name': 'Pride', 'score': 0.07956446707248688}, {'name': 'Realization', 'score': 0.1859012246131897}, {'name': 'Relief', 'score': 0.09242255985736847}, {'name': 'Romance', 'score': 0.09188596904277802}, {'name': 'Sadness', 'score': 0.09533620625734329}, {'name': 'Satisfaction', 'score': 0.2000519335269928}, {'name': 'Shame', 'score': 0.04519829899072647}, {'name': 'Surprise (negative)', 'score': 0.05360524356365204}, {'name': 'Surprise (positive)', 'score': 0.05563517287373543}, {'name': 'Sympathy', 'score': 0.05237796902656555}, {'name': 'Tiredness', 'score': 0.16178876161575317}, {'name': 'Triumph', 'score': 0.04765219986438751}]",,
